REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019,BIRTHS2019,DEATHS2019,RDEATH2019
2,4,19,3,Iowa,Adams County,3602,29,38,10.488545404
2,4,19,5,Iowa,Allamakee County,13687,192,178,12.927121537
2,4,19,7,Iowa,Appanoose County,12426,127,170,13.694767793
2,4,19,9,Iowa,Audubon County,5496,60,63,11.489012492
2,4,19,11,Iowa,Benton County,25645,280,263,10.259410962
2,4,19,13,Iowa,Black Hawk County,131228,1660,1212,9.2184475435
2,4,19,15,Iowa,Boone County,26234,268,290,11.037947703
2,4,19,17,Iowa,Bremer County,25062,271,218,8.7194768314
2,4,19,19,Iowa,Buchanan County,21175,267,199,9.3972091705
2,4,19,21,Iowa,Buena Vista County,19620,286,148,7.5039294225
2,4,19,23,Iowa,Butler County,14439,134,172,11.876812595
2,4,19,25,Iowa,Calhoun County,9668,102,124,12.797357965
2,4,19,27,Iowa,Carroll County,20165,237,224,11.111662285
2,4,19,29,Iowa,Cass County,12836,141,182,14.117282035
2,4,19,31,Iowa,Cedar County,18627,194,171,9.1957731709
2,4,19,33,Iowa,Cerro Gordo County,42450,442,495,11.634466225
2,4,19,35,Iowa,Cherokee County,11235,112,163,14.469596094
2,4,19,37,Iowa,Chickasaw County,11933,145,111,9.2945363199
2,4,19,39,Iowa,Clarke County,9395,124,106,11.218711965
2,4,19,41,Iowa,Clay County,16016,201,163,10.148807671
2,4,19,43,Iowa,Clayton County,17549,178,188,10.71560888
2,4,19,45,Iowa,Clinton County,46429,508,518,11.15585898
2,4,19,47,Iowa,Crawford County,16820,228,151,8.906190097
2,4,19,49,Iowa,Dallas County,93453,1299,507,5.5287177083
2,4,19,51,Iowa,Davis County,9000,150,84,9.3478744714
2,4,19,53,Iowa,Decatur County,7870,98,79,10.025380711
2,4,19,55,Iowa,Delaware County,17011,196,174,10.207673354
2,4,19,57,Iowa,Des Moines County,38967,437,434,11.111680066
2,4,19,59,Iowa,Dickinson County,17258,147,178,10.355158672
2,4,19,61,Iowa,Dubuque County,97311,1136,907,9.3392986774
2,4,19,63,Iowa,Emmet County,9208,104,108,11.685150122
2,4,19,65,Iowa,Fayette County,19650,214,228,11.594497699
2,4,19,67,Iowa,Floyd County,15642,187,180,11.46715933
2,4,19,69,Iowa,Franklin County,10070,117,107,10.617712726
2,4,19,71,Iowa,Fremont County,6960,78,77,11.046553332
2,4,19,73,Iowa,Greene County,8888,103,114,12.770962863
2,4,19,75,Iowa,Grundy County,12232,124,134,10.936989879
2,4,19,77,Iowa,Guthrie County,10689,112,117,10.929982718
2,4,19,79,Iowa,Hamilton County,14773,170,178,12.003101925
2,4,19,81,Iowa,Hancock County,10630,115,130,12.183692596
2,4,19,83,Iowa,Hardin County,16846,169,210,12.432288429
2,4,19,85,Iowa,Harrison County,14049,154,181,12.857853236
2,4,19,87,Iowa,Henry County,19954,215,183,9.1529747168
2,4,19,89,Iowa,Howard County,9158,117,120,13.093289689
2,4,19,91,Iowa,Humboldt County,9558,107,106,11.08960611
2,4,19,93,Iowa,Ida County,6860,68,103,15.029913906
2,4,19,95,Iowa,Iowa County,16184,182,182,11.2557593
2,4,19,97,Iowa,Jackson County,19439,223,231,11.886996346
2,4,19,99,Iowa,Jasper County,37185,406,378,10.164842553
2,4,19,101,Iowa,Jefferson County,18295,158,185,10.122842056
2,4,19,103,Iowa,Johnson County,151140,1730,765,5.0714477492
2,4,19,105,Iowa,Jones County,20681,200,202,9.7693088939
2,4,19,107,Iowa,Keokuk County,10246,121,103,10.068918324
2,4,19,109,Iowa,Kossuth County,14813,164,152,10.2387929
2,4,19,111,Iowa,Lee County,33657,370,398,11.781073321
2,4,19,113,Iowa,Linn County,226706,2734,1801,7.9607663729
2,4,19,115,Iowa,Louisa County,11035,128,113,10.185685956
2,4,19,117,Iowa,Lucas County,8600,118,91,10.57094732
2,4,19,119,Iowa,Lyon County,11755,171,115,9.7581671616
2,4,19,121,Iowa,Madison County,16338,158,154,9.4641101278
2,4,19,123,Iowa,Mahaska County,22095,266,217,9.8383696416
2,4,19,125,Iowa,Marion County,33253,340,327,9.8328121241
2,4,19,127,Iowa,Marshall County,39369,514,478,12.062026067
2,4,19,129,Iowa,Mills County,15109,137,134,8.880935812
2,4,19,131,Iowa,Mitchell County,10586,129,123,11.627357376
2,4,19,133,Iowa,Monona County,8615,86,137,15.861989117
2,4,19,135,Iowa,Monroe County,7707,78,79,10.210016155
2,4,19,137,Iowa,Montgomery County,9917,107,135,13.582855418
2,4,19,139,Iowa,Muscatine County,42664,526,372,8.6978886577
2,4,19,141,Iowa,O'Brien County,13753,170,182,13.211861638
2,4,19,143,Iowa,Osceola County,5958,59,67,11.179709661
2,4,19,145,Iowa,Page County,15107,140,194,12.790084388
2,4,19,147,Iowa,Palo Alto County,8886,106,108,12.142335151
2,4,19,149,Iowa,Plymouth County,25177,276,231,9.2030039242
2,4,19,151,Iowa,Pocahontas County,6619,71,85,12.750318758
2,4,19,153,Iowa,Polk County,490161,6750,3580,7.3361106728
2,4,19,155,Iowa,Pottawattamie County,93206,1110,941,10.092776318
2,4,19,157,Iowa,Poweshiek County,18504,166,198,10.711097888
2,4,19,159,Iowa,Ringgold County,4894,52,63,12.812690665
2,4,19,161,Iowa,Sac County,9721,106,117,12.045711932
2,4,19,163,Iowa,Scott County,172943,2069,1509,8.7289513111
2,4,19,165,Iowa,Shelby County,11454,110,132,11.471776822
2,4,19,167,Iowa,Sioux County,34855,487,254,7.2928779591
2,4,19,169,Iowa,Story County,97117,872,526,5.4255330122
2,4,19,171,Iowa,Tama County,16854,219,193,11.446193992
2,4,19,173,Iowa,Taylor County,6121,70,62,10.096897647
2,4,19,175,Iowa,Union County,12241,130,138,11.247402095
2,4,19,177,Iowa,Van Buren County,7044,88,96,13.658675393
2,4,19,179,Iowa,Wapello County,34969,436,392,11.206403659
2,4,19,181,Iowa,Warren County,51466,586,439,8.5675253708
2,4,19,183,Iowa,Washington County,21965,275,225,10.221929446
2,4,19,185,Iowa,Wayne County,6441,80,88,13.700762883
2,4,19,187,Iowa,Webster County,35904,421,418,11.572055424
2,4,19,189,Iowa,Winnebago County,10354,95,119,11.391375102
2,4,19,191,Iowa,Winneshiek County,19991,174,187,9.3481303739
2,4,19,193,Iowa,Woodbury County,103107,1390,900,8.753927109
2,4,19,195,Iowa,Worth County,7381,77,69,9.3281059889
2,4,19,197,Iowa,Wright County,12562,154,161,12.75146523
2,4,20,0,Kansas,Kansas,2913314,35457,25230,8.6631472702
2,4,20,1,Kansas,Allen County,12369,138,161,12.947326096
2,4,20,3,Kansas,Anderson County,7858,102,96,12.224627531
2,4,20,5,Kansas,Atchison County,16073,162,170,10.543943435
2,4,20,7,Kansas,Barber County,4427,50,48,10.796221323
2,4,20,9,Kansas,Barton County,25779,271,304,11.7293001
2,4,20,11,Kansas,Bourbon County,14534,175,146,10.042646857
2,4,20,13,Kansas,Brown County,9564,125,121,12.621257953
2,4,20,15,Kansas,Butler County,66911,731,637,9.5256609642
2,4,20,17,Kansas,Chase County,2648,18,14,5.3353658537
2,4,20,19,Kansas,Chautauqua County,3250,28,40,12.206286237
2,4,20,21,Kansas,Cherokee County,19939,212,264,13.208585581
2,4,20,23,Kansas,Cheyenne County,2657,28,43,16.220294229
2,4,20,25,Kansas,Clark County,1994,23,22,11.033099298
2,4,20,27,Kansas,Clay County,8002,92,106,13.245860669
2,4,20,29,Kansas,Cloud County,8786,98,124,14.155251142
2,4,20,31,Kansas,Coffey County,8179,96,84,10.237036134
2,4,20,33,Kansas,Comanche County,1700,20,15,8.7310826542
2,4,20,35,Kansas,Cowley County,34908,393,413,11.790399246
2,4,20,37,Kansas,Crawford County,38818,448,361,9.2886824737
2,4,20,39,Kansas,Decatur County,2827,31,39,13.715491472
2,4,20,41,Kansas,Dickinson County,18466,198,199,10.713901152
2,4,20,43,Kansas,Doniphan County,7600,69,71,9.3065932626
2,4,20,45,Kansas,Douglas County,122259,1107,687,5.6457710134
2,4,20,47,Kansas,Edwards County,2798,25,21,7.4759700961
2,4,20,49,Kansas,Elk County,2530,23,33,13.163143199
2,4,20,51,Kansas,Ellis County,28553,294,248,8.6714802706
2,4,20,53,Kansas,Ellsworth County,6102,54,68,11.088463106
2,4,20,55,Kansas,Finney County,36467,613,208,5.6990204809
2,4,20,57,Kansas,Ford County,33619,559,219,6.4892734384
2,4,20,59,Kansas,Franklin County,25544,295,250,9.7715413629
2,4,20,61,Kansas,Geary County,31670,851,187,5.8032181482
2,4,20,63,Kansas,Gove County,2636,27,35,13.340956737
2,4,20,65,Kansas,Graham County,2482,19,38,15.331853944
2,4,20,67,Kansas,Grant County,7150,108,34,4.7078371642
2,4,20,69,Kansas,Gray County,5988,94,41,6.7970822281
2,4,20,71,Kansas,Greeley County,1232,22,9,7.3140999594
2,4,20,73,Kansas,Greenwood County,5982,56,71,11.84024014
2,4,20,75,Kansas,Hamilton County,2539,29,17,6.616073166
2,4,20,77,Kansas,Harper County,5436,57,91,16.630116959
2,4,20,79,Kansas,Harvey County,34429,372,332,9.6776074156
2,4,20,81,Kansas,Haskell County,3968,49,21,5.2777079668
2,4,20,83,Kansas,Hodgeman County,1794,17,25,13.827433628
2,4,20,85,Kansas,Jackson County,13171,173,131,9.9088536742
2,4,20,87,Kansas,Jefferson County,19043,171,149,7.8630043009
2,4,20,89,Kansas,Jewell County,2879,31,34,11.879804333
2,4,20,91,Kansas,Johnson County,602401,7125,4070,6.7803499793
2,4,20,93,Kansas,Kearny County,3838,59,23,5.9133564726
2,4,20,95,Kansas,Kingman County,7152,75,93,12.941831339
2,4,20,97,Kansas,Kiowa County,2475,29,23,9.2667203868
2,4,20,99,Kansas,Labette County,19618,248,222,11.233680802
2,4,20,101,Kansas,Lane County,1535,13,17,11.035378124
2,4,20,103,Kansas,Leavenworth County,81758,940,639,7.8282441579
2,4,20,105,Kansas,Lincoln County,2962,21,36,12.080536913
2,4,20,107,Kansas,Linn County,9703,90,121,12.426825511
2,4,20,109,Kansas,Logan County,2794,41,19,6.7784516589
2,4,20,111,Kansas,Lyon County,33195,389,276,8.3013760433
2,4,20,113,Kansas,McPherson County,28542,305,336,11.775013142
2,4,20,115,Kansas,Marion County,11884,107,142,11.929264502
2,4,20,117,Kansas,Marshall County,9707,117,99,10.194624652
2,4,20,119,Kansas,Meade County,4033,38,34,8.3630549748
2,4,20,121,Kansas,Miami County,34237,390,294,8.6503663165
2,4,20,123,Kansas,Mitchell County,5979,72,102,16.8748449
2,4,20,125,Kansas,Montgomery County,31829,322,356,11.138923655
2,4,20,127,Kansas,Morris County,5620,75,70,12.525722466
2,4,20,129,Kansas,Morton County,2587,35,23,8.7121212121
2,4,20,131,Kansas,Nemaha County,10231,152,84,8.2530949106
2,4,20,133,Kansas,Neosho County,16007,182,171,10.676823177
2,4,20,135,Kansas,Ness County,2750,14,36,12.982329607
2,4,20,137,Kansas,Norton County,5361,51,62,11.502782931
2,4,20,139,Kansas,Osage County,15949,170,209,13.108790416
2,4,20,141,Kansas,Osborne County,3421,41,36,10.465116279
2,4,20,143,Kansas,Ottawa County,5704,39,57,9.9511173184
2,4,20,145,Kansas,Pawnee County,6414,76,81,12.474012474
2,4,20,147,Kansas,Phillips County,5234,49,64,12.17887726
2,4,20,149,Kansas,Pottawatomie County,24383,347,195,8.0260125123
2,4,20,151,Kansas,Pratt County,9164,95,87,9.4033722438
2,4,20,153,Kansas,Rawlins County,2530,33,20,7.9491255962
2,4,20,155,Kansas,Reno County,61998,670,699,11.244359723
2,4,20,157,Kansas,Republic County,4636,59,61,13.135228252
2,4,20,159,Kansas,Rice County,9537,103,94,9.8843322818
2,4,20,161,Kansas,Riley County,74232,854,360,4.8340315823
2,4,20,163,Kansas,Rooks County,4920,49,70,14.120020171
2,4,20,165,Kansas,Rush County,3036,28,27,8.8640840446
2,4,20,167,Kansas,Russell County,6856,71,95,13.810146824
2,4,20,169,Kansas,Saline County,54224,682,500,9.2071705444
2,4,20,171,Kansas,Scott County,4823,58,59,12.124948623
2,4,20,173,Kansas,Sedgwick County,516042,6705,4511,8.7632561004
2,4,20,175,Kansas,Seward County,21428,403,110,5.0773136395
2,4,20,177,Kansas,Shawnee County,176875,2002,1800,10.164753716
2,4,20,179,Kansas,Sheridan County,2521,31,21,8.3283759667
2,4,20,181,Kansas,Sherman County,5917,72,74,12.506337671
2,4,20,183,Kansas,Smith County,3583,41,39,10.874111251
2,4,20,185,Kansas,Stafford County,4156,51,49,11.781678288
2,4,20,187,Kansas,Stanton County,2006,29,20,9.923096006
2,4,20,189,Kansas,Stevens County,5485,62,32,5.8070955449
2,4,20,191,Kansas,Sumner County,22836,249,252,10.991167812
2,4,20,193,Kansas,Thomas County,7777,115,58,7.4901530316
2,4,20,195,Kansas,Trego County,2803,19,41,14.642857143
2,4,20,197,Kansas,Wabaunsee County,6931,74,51,7.3683450119
2,4,20,199,Kansas,Wallace County,1518,17,9,5.9860325906
2,4,20,201,Kansas,Washington County,5406,72,85,15.65954311
2,4,20,203,Kansas,Wichita County,2119,28,16,7.5632238242
2,4,20,205,Kansas,Wilson County,8525,107,110,12.797393985
2,4,20,207,Kansas,Woodson County,3138,35,40,12.654223347
2,4,20,209,Kansas,Wyandotte County,165429,2477,1423,8.604686319
3,6,21,0,Kentucky,Kentucky,4467673,53471,46074,10.320281748
3,6,21,1,Kentucky,Adair County,19202,184,216,11.249707039
3,6,21,3,Kentucky,Allen County,21315,239,242,11.40514174
3,6,21,5,Kentucky,Anderson County,22747,252,211,9.2976117035
3,6,21,7,Kentucky,Ballard County,7888,76,98,12.34256927
3,6,21,9,Kentucky,Barren County,44249,557,519,11.746865239
3,6,21,11,Kentucky,Bath County,12500,194,161,12.908915972
3,6,21,13,Kentucky,Bell County,26032,316,379,14.432871913
3,6,21,15,Kentucky,Boone County,133581,1680,939,7.0739259159
3,6,21,17,Kentucky,Bourbon County,19788,208,235,11.778267843
3,6,21,19,Kentucky,Boyd County,46718,493,597,12.700776513
3,6,21,21,Kentucky,Boyle County,30060,310,317,10.541717934
3,6,21,23,Kentucky,Bracken County,8303,97,100,12.061998673
3,6,21,25,Kentucky,Breathitt County,12630,161,205,16.130935988
3,6,21,27,Kentucky,Breckinridge County,20477,230,214,10.493796891
3,6,21,29,Kentucky,Bullitt County,81676,777,653,8.0277837539
3,6,21,31,Kentucky,Butler County,12879,154,143,11.162282414
3,6,21,33,Kentucky,Caldwell County,12747,139,164,12.881435809
3,6,21,35,Kentucky,Calloway County,39001,359,407,10.440582313
3,6,21,37,Kentucky,Campbell County,93584,1141,887,9.4841965699
3,6,21,39,Kentucky,Carlisle County,4760,53,48,10.106326982
3,6,21,41,Kentucky,Carroll County,10631,141,125,11.713442346
3,6,21,43,Kentucky,Carter County,26797,310,336,12.482121961
3,6,21,45,Kentucky,Casey County,16159,185,202,12.591553686
3,6,21,47,Kentucky,Christian County,70461,1466,627,8.8827183668
3,6,21,49,Kentucky,Clark County,36263,426,414,11.429675745
3,6,21,51,Kentucky,Clay County,19901,239,245,12.253369677
3,6,21,53,Kentucky,Clinton County,10218,121,109,10.702012764
3,6,21,55,Kentucky,Crittenden County,8806,88,108,12.202011072
3,6,21,57,Kentucky,Cumberland County,6614,67,104,15.63087097
3,6,21,59,Kentucky,Daviess County,101511,1302,1044,10.316511359
3,6,21,61,Kentucky,Edmonson County,12150,112,146,11.967703594
3,6,21,63,Kentucky,Elliott County,7517,68,70,9.3233883857
3,6,21,65,Kentucky,Estill County,14106,139,187,13.23612684
3,6,21,67,Kentucky,Fayette County,323152,3841,2405,7.4506876009
3,6,21,69,Kentucky,Fleming County,14581,199,161,11.078235739
3,6,21,71,Kentucky,Floyd County,35589,416,522,14.604462475
3,6,21,73,Kentucky,Franklin County,50991,605,539,10.5902232
3,6,21,75,Kentucky,Fulton County,5969,54,90,14.956377233
3,6,21,77,Kentucky,Gallatin County,8869,112,84,9.5265097817
3,6,21,79,Kentucky,Garrard County,17666,192,185,10.51584482
3,6,21,81,Kentucky,Grant County,25069,363,250,9.973271632
3,6,21,83,Kentucky,Graves County,37266,492,420,11.26231816
3,6,21,85,Kentucky,Grayson County,26427,300,316,11.987860395
3,6,21,87,Kentucky,Green County,10941,107,137,12.489174529
3,6,21,89,Kentucky,Greenup County,35098,352,471,13.374982252
3,6,21,91,Kentucky,Hancock County,8722,106,77,8.8201603666
3,6,21,93,Kentucky,Hardin County,110958,1443,972,8.7869569737
3,6,21,95,Kentucky,Harlan County,26010,298,400,15.290812133
3,6,21,97,Kentucky,Harrison County,18886,234,218,11.575426114
3,6,21,99,Kentucky,Hart County,19035,276,191,10.069325461
3,6,21,101,Kentucky,Henderson County,45210,521,520,11.463592072
3,6,21,103,Kentucky,Henry County,16126,181,166,10.314723336
3,6,21,105,Kentucky,Hickman County,4380,35,63,14.300306435
3,6,21,107,Kentucky,Hopkins County,44686,525,545,12.150261955
3,6,21,109,Kentucky,Jackson County,13329,154,168,12.569205447
3,6,21,111,Kentucky,Jefferson County,766757,9603,7744,10.090835765
3,6,21,113,Kentucky,Jessamine County,54115,629,430,7.9724117473
3,6,21,115,Kentucky,Johnson County,22188,253,312,13.997622199
3,6,21,117,Kentucky,Kenton County,166998,2236,1501,9.0071709322
3,6,21,119,Kentucky,Knott County,14806,142,205,13.720634496
3,6,21,121,Kentucky,Knox County,31145,385,419,13.419809432
3,6,21,123,Kentucky,Larue County,14398,174,157,10.941910304
3,6,21,125,Kentucky,Laurel County,60813,724,673,11.080651667
3,6,21,127,Kentucky,Lawrence County,15317,174,225,14.563106796
3,6,21,129,Kentucky,Lee County,7403,72,98,13.559322034
3,6,21,131,Kentucky,Leslie County,9877,95,163,16.277211903
3,6,21,133,Kentucky,Letcher County,21553,233,310,14.296914634
3,6,21,135,Kentucky,Lewis County,13275,164,164,12.357307011
3,6,21,137,Kentucky,Lincoln County,24549,329,288,11.716604626
3,6,21,139,Kentucky,Livingston County,9194,94,122,13.233539429
3,6,21,141,Kentucky,Logan County,27102,360,307,11.352500693
3,6,21,143,Kentucky,Lyon County,8210,45,122,14.895305537
3,6,21,145,Kentucky,McCracken County,65418,734,823,12.591317652
3,6,21,147,Kentucky,McCreary County,17231,191,192,11.123663857
3,6,21,149,Kentucky,McLean County,9207,108,113,12.239371784
3,6,21,151,Kentucky,Madison County,92987,984,767,8.2876808541
3,6,21,153,Kentucky,Magoffin County,12161,127,172,14.049991831
3,6,21,155,Kentucky,Marion County,19273,236,197,10.207518329
3,6,21,157,Kentucky,Marshall County,31100,296,435,13.964238708
3,6,21,159,Kentucky,Martin County,11195,99,148,13.143872114
3,6,21,161,Kentucky,Mason County,17070,208,190,11.127379209
3,6,21,163,Kentucky,Meade County,28572,271,253,8.8469271789
3,6,21,165,Kentucky,Menifee County,6489,61,91,14.080148538
3,6,21,167,Kentucky,Mercer County,21933,248,298,13.65876017
3,6,21,169,Kentucky,Metcalfe County,10071,113,128,12.710391738
3,6,21,171,Kentucky,Monroe County,10650,144,142,13.282199981
3,6,21,173,Kentucky,Montgomery County,28157,350,291,10.343724452
3,6,21,175,Kentucky,Morgan County,13309,105,158,11.843634047
3,6,21,177,Kentucky,Muhlenberg County,30622,340,394,12.826982241
3,6,21,179,Kentucky,Nelson County,46233,552,419,9.1041435804
3,6,21,181,Kentucky,Nicholas County,7269,84,96,13.274336283
3,6,21,183,Kentucky,Ohio County,23994,279,271,11.278039036
3,6,21,185,Kentucky,Oldham County,66799,606,414,6.2110403493
3,6,21,187,Kentucky,Owen County,10901,109,109,10.008263704
3,6,21,189,Kentucky,Owsley County,4415,60,65,14.62481719
3,6,21,191,Kentucky,Pendleton County,14590,179,164,11.24134622
3,6,21,193,Kentucky,Perry County,25758,321,409,15.741061463
3,6,21,195,Kentucky,Pike County,57876,583,808,13.886979238
3,6,21,197,Kentucky,Powell County,12359,147,154,12.454508694
3,6,21,199,Kentucky,Pulaski County,64979,755,791,12.210276082
3,6,21,201,Kentucky,Robertson County,2108,22,22,10.382255781
3,6,21,203,Kentucky,Rockcastle County,16695,164,243,14.499671818
3,6,21,205,Kentucky,Rowan County,24460,268,215,8.7821416171
3,6,21,207,Kentucky,Russell County,17923,203,224,12.5444516
3,6,21,209,Kentucky,Scott County,57004,702,437,7.7364302659
3,6,21,211,Kentucky,Shelby County,49024,550,389,8.0137614206
3,6,21,213,Kentucky,Simpson County,18572,228,180,9.7363083164
3,6,21,215,Kentucky,Spencer County,19351,205,147,7.661836756
3,6,21,217,Kentucky,Taylor County,25769,324,302,11.777782111
3,6,21,219,Kentucky,Todd County,12294,170,126,10.243902439
3,6,21,221,Kentucky,Trigg County,14651,153,163,11.122863284
3,6,21,223,Kentucky,Trimble County,8471,82,94,11.09864809
3,6,21,225,Kentucky,Union County,14381,151,160,11.09108554
3,6,21,227,Kentucky,Warren County,132896,1723,1000,7.5859296177
3,6,21,229,Kentucky,Washington County,12095,146,132,10.946181275
3,6,21,231,Kentucky,Wayne County,20333,216,208,10.205333268
3,6,21,233,Kentucky,Webster County,12942,178,142,10.926018543
3,6,21,235,Kentucky,Whitley County,36264,528,473,13.072617978
3,6,21,237,Kentucky,Wolfe County,7157,86,101,14.070771803
3,6,21,239,Kentucky,Woodford County,26734,280,232,8.7177078441
3,7,22,0,Louisiana,Louisiana,4648794,58498,46343,9.957153066
3,7,22,1,Louisiana,Acadia Parish,62045,816,690,11.105835392
3,7,22,3,Louisiana,Allen Parish,25627,315,242,9.4542329179
3,7,22,5,Louisiana,Ascension Parish,126604,1683,927,7.372883378
3,7,22,7,Louisiana,Assumption Parish,21891,238,233,10.550147159
3,7,22,9,Louisiana,Avoyelles Parish,40144,510,452,11.223400293
3,7,22,11,Louisiana,Beauregard Parish,37497,531,412,11.006331312
3,7,22,13,Louisiana,Bienville Parish,13241,142,207,15.573277159
3,7,22,15,Louisiana,Bossier Parish,127039,1570,1119,8.8089080969
3,7,22,17,Louisiana,Caddo Parish,240204,3032,2739,11.340746154
3,7,22,19,Louisiana,Calcasieu Parish,203436,2897,2050,10.083297878
3,7,22,21,Louisiana,Caldwell Parish,9918,123,120,12.071220199
3,7,22,23,Louisiana,Cameron Parish,6973,86,66,9.438009438
3,7,22,25,Louisiana,Catahoula Parish,9494,106,115,12.041884817
3,7,22,27,Louisiana,Claiborne Parish,15670,134,200,12.672263583
3,7,22,29,Louisiana,Concordia Parish,19259,254,239,12.305315999
3,7,22,31,Louisiana,De Soto Parish,27463,318,292,10.639654576
3,7,22,33,Louisiana,East Baton Rouge Parish,440059,5739,3902,8.8468989941
3,7,22,35,Louisiana,East Carroll Parish,6861,82,66,9.5272464814
3,7,22,37,Louisiana,East Feliciana Parish,19135,196,233,12.128783738
3,7,22,39,Louisiana,Evangeline Parish,33395,447,391,11.690660926
3,7,22,41,Louisiana,Franklin Parish,20015,272,277,13.788297369
3,7,22,43,Louisiana,Grant Parish,22389,239,192,8.5666480759
3,7,22,45,Louisiana,Iberia Parish,69830,914,777,11.042029346
3,7,22,47,Louisiana,Iberville Parish,32511,351,313,9.6006379977
3,7,22,49,Louisiana,Jackson Parish,15744,160,220,13.899418752
3,7,22,51,Louisiana,Jefferson Parish,432493,5577,4345,10.030275504
3,7,22,53,Louisiana,Jefferson Davis Parish,31368,384,410,13.035529767
3,7,22,55,Louisiana,Lafayette Parish,244390,3208,1999,8.2009751735
3,7,22,57,Louisiana,Lafourche Parish,97614,1148,907,9.2742657021
3,7,22,59,Louisiana,LaSalle Parish,14892,175,173,11.61346625
3,7,22,61,Louisiana,Lincoln Parish,46742,516,417,8.8861423061
3,7,22,63,Louisiana,Livingston Parish,140789,1788,1170,8.3516844348
3,7,22,65,Louisiana,Madison Parish,10951,151,150,13.545852711
3,7,22,67,Louisiana,Morehouse Parish,24874,330,346,13.785409777
3,7,22,69,Louisiana,Natchitoches Parish,38158,468,398,10.368093365
3,7,22,71,Louisiana,Orleans Parish,390144,4399,3640,9.3196167692
3,7,22,73,Louisiana,Ouachita Parish,153279,2046,1648,10.706512912
3,7,22,75,Louisiana,Plaquemines Parish,23197,270,195,8.3723326607
3,7,22,77,Louisiana,Pointe Coupee Parish,21730,236,253,11.60310945
3,7,22,79,Louisiana,Rapides Parish,129648,1636,1433,11.024179341
3,7,22,81,Louisiana,Red River Parish,8442,114,127,14.969354078
3,7,22,83,Louisiana,Richland Parish,20122,249,245,12.145247243
3,7,22,85,Louisiana,Sabine Parish,23884,262,234,9.7938683687
3,7,22,87,Louisiana,St. Bernard Parish,47244,632,398,8.465923594
3,7,22,89,Louisiana,St. Charles Parish,53100,571,446,8.4250295159
3,7,22,91,Louisiana,St. Helena Parish,10132,99,105,10.335154289
3,7,22,93,Louisiana,St. James Parish,21096,279,226,10.698984543
3,7,22,95,Louisiana,St. John the Baptist Parish,42837,534,421,9.7957094327
3,7,22,97,Louisiana,St. Landry Parish,82124,1111,1017,12.33429954
3,7,22,99,Louisiana,St. Martin Parish,53431,663,537,10.038039872
3,7,22,101,Louisiana,St. Mary Parish,49348,647,557,11.231084092
3,7,22,103,Louisiana,St. Tammany Parish,260419,2822,2423,9.3470201792
3,7,22,105,Louisiana,Tangipahoa Parish,134758,1953,1383,10.298032354
3,7,22,107,Louisiana,Tensas Parish,4334,47,56,12.721490232
3,7,22,109,Louisiana,Terrebonne Parish,110461,1475,1125,10.152330073
3,7,22,111,Louisiana,Union Parish,22108,230,249,11.228608149
3,7,22,113,Louisiana,Vermilion Parish,59511,730,602,10.084005461
3,7,22,115,Louisiana,Vernon Parish,47429,828,366,7.6625143934
3,7,22,117,Louisiana,Washington Parish,46194,600,635,13.687999828
3,7,22,119,Louisiana,Webster Parish,38340,452,531,13.76860447
3,7,22,121,Louisiana,West Baton Rouge Parish,26465,346,218,8.2474226804
3,7,22,123,Louisiana,West Carroll Parish,10830,92,149,13.665336818
3,7,22,125,Louisiana,West Feliciana Parish,15568,124,120,7.7269800386
3,7,22,127,Louisiana,Winn Parish,13904,151,215,15.334141645
1,1,23,0,Maine,Maine,1344212,12073,14335,10.684728218
1,1,23,1,Maine,Androscoggin County,108277,1208,1084,10.028169535
1,1,23,3,Maine,Aroostook County,67055,613,865,12.874610227
1,1,23,5,Maine,Cumberland County,295003,2716,2708,9.2003071299
1,1,23,7,Maine,Franklin County,30199,237,341,11.345110956
1,1,23,9,Maine,Hancock County,54987,448,665,12.121654013
1,1,23,11,Maine,Kennebec County,122302,1113,1390,11.377309225
1,1,23,13,Maine,Knox County,39772,307,452,11.372642756
1,1,23,15,Maine,Lincoln County,34634,307,425,12.312951777
1,1,23,17,Maine,Oxford County,57975,461,697,12.045381884
1,1,23,19,Maine,Penobscot County,152148,1378,1594,10.488049611
1,1,23,21,Maine,Piscataquis County,16785,121,226,13.480063225
1,1,23,23,Maine,Sagadahoc County,35856,313,402,11.237525508
1,1,23,25,Maine,Somerset County,50484,457,543,10.75535044
1,1,23,27,Maine,Waldo County,39715,330,446,11.238220027
1,1,23,29,Maine,Washington County,31379,259,414,13.205741627
1,1,23,31,Maine,York County,207641,1805,2083,10.074726125
3,5,24,0,Maryland,Maryland,6045680,70091,51453,8.5176636442
3,5,24,1,Maryland,Allegany County,70416,640,874,12.365853831
3,5,24,3,Maryland,Anne Arundel County,579234,6782,4661,8.072694082
3,5,24,5,Maryland,Baltimore County,827370,9598,8601,10.392519706
3,5,24,9,Maryland,Calvert County,92525,892,722,7.8227422937
3,5,24,11,Maryland,Caroline County,33406,397,349,10.462885238
3,5,24,13,Maryland,Carroll County,168447,1663,1615,9.5927107278
3,5,24,15,Maryland,Cecil County,102855,1130,1004,9.7713370868
3,5,24,17,Maryland,Charles County,163257,1847,1164,7.1689665048
3,5,24,19,Maryland,Dorchester County,31929,340,395,12.365195887
